time,ax,ay,az,atotal
279.206,-0.04,-0.35,-0.08,0.37
279.216,-0.02,-0.29,-0.18,0.34
279.226,-0.06,-0.30,-0.13,0.33
279.235,-0.11,-0.37,-0.01,0.38
279.246,-0.06,-0.36,-0.02,0.36
279.255,-0.04,-0.31,-0.14,0.34
279.266,-0.05,-0.30,-0.18,0.36
279.275,-0.10,-0.37,-0.05,0.39
279.285,-0.07,-0.37,-0.03,0.38
279.295,-0.02,-0.35,-0.14,0.37
279.305,-0.03,-0.33,-0.18,0.37
279.315,-0.09,-0.37,-0.07,0.39
279.325,-0.09,-0.41,0.01,0.42
279.335,-0.04,-0.35,-0.07,0.36
279.345,-0.02,-0.31,-0.19,0.36
279.355,-0.07,-0.33,-0.13,0.36
279.365,-0.09,-0.38,-0.01,0.39
279.375,-0.05,-0.37,-0.04,0.37
279.385,-0.03,-0.30,-0.13,0.33
279.395,-0.08,-0.26,-0.13,0.30
279.405,-0.12,-0.31,-0.00,0.33
279.415,-0.09,-0.34,0.00,0.35
279.425,-0.03,-0.32,-0.10,0.34
279.435,-0.05,-0.28,-0.17,0.34
279.445,-0.11,-0.33,-0.10,0.36
279.454,-0.09,-0.38,-0.03,0.40
279.464,-0.05,-0.35,-0.08,0.36
279.474,-0.07,-0.27,-0.17,0.33
279.484,-0.12,-0.30,-0.11,0.34
279.494,-0.15,-0.36,-0.04,0.39
279.504,-0.08,-0.35,-0.07,0.37
279.514,-0.04,-0.31,-0.17,0.36
279.524,-0.06,-0.28,-0.17,0.33
279.534,-0.11,-0.33,-0.06,0.35
279.544,-0.10,-0.35,-0.03,0.36
279.554,-0.05,-0.30,-0.11,0.33
279.564,-0.07,-0.26,-0.13,0.30
279.574,-0.12,-0.29,-0.07,0.32
279.584,-0.11,-0.34,0.01,0.36
279.594,-0.03,-0.32,-0.07,0.33
279.604,-0.02,-0.26,-0.15,0.30
279.614,-0.06,-0.27,-0.11,0.30
279.624,-0.07,-0.34,0.00,0.35
279.634,-0.03,-0.32,-0.03,0.33
279.644,-0.01,-0.25,-0.12,0.27
279.653,-0.05,-0.25,-0.13,0.29
279.664,-0.10,-0.31,-0.04,0.32
279.673,-0.07,-0.31,-0.02,0.32
279.684,-0.04,-0.28,-0.10,0.30
279.693,-0.04,-0.22,-0.12,0.26
279.703,-0.10,-0.28,-0.04,0.30
279.713,-0.06,-0.33,0.01,0.33
279.723,-0.03,-0.28,-0.03,0.28
279.733,-0.01,-0.22,-0.13,0.25
279.743,-0.06,-0.24,-0.08,0.26
279.753,-0.08,-0.29,-0.00,0.30
279.763,-0.05,-0.29,-0.01,0.29
279.773,-0.03,-0.25,-0.12,0.27
279.783,-0.06,-0.23,-0.13,0.27
279.793,-0.10,-0.30,-0.05,0.32
279.803,-0.06,-0.30,-0.03,0.30
279.813,-0.01,-0.24,-0.10,0.26
279.823,-0.03,-0.22,-0.14,0.27
279.832,-0.05,-0.25,-0.07,0.26
279.843,-0.04,-0.21,-0.05,0.22
279.852,-0.05,-0.13,-0.00,0.14
279.862,-0.08,-0.04,0.04,0.10
279.872,-0.10,0.04,0.05,0.12
279.883,-0.10,0.10,0.08,0.16
279.892,-0.06,0.18,0.16,0.25
279.902,0.01,0.25,0.21,0.32
279.912,0.04,0.31,0.19,0.37
279.922,0.08,0.36,0.16,0.40
279.932,0.13,0.40,0.16,0.45
279.942,0.15,0.46,0.19,0.52
279.952,0.20,0.49,0.17,0.55
279.962,0.18,0.47,0.15,0.53
279.972,0.18,0.43,0.18,0.50
279.982,0.18,0.39,0.20,0.47
279.992,0.18,0.37,0.14,0.43
280.002,0.15,0.30,0.08,0.34
280.012,0.12,0.17,0.04,0.21
280.022,0.12,0.13,0.02,0.18
280.032,0.13,0.09,-0.02,0.16
280.042,0.08,0.03,-0.07,0.11
280.051,0.06,-0.03,-0.09,0.11
280.061,0.06,-0.07,-0.08,0.12
280.071,0.08,-0.10,-0.09,0.16
280.081,0.08,-0.11,-0.12,0.18
280.091,0.06,-0.15,-0.10,0.19
280.101,0.04,-0.16,-0.05,0.17
280.111,0.02,-0.10,0.01,0.11
280.121,-0.01,-0.04,-0.00,0.04
280.131,-0.05,-0.02,-0.00,0.05
280.141,-0.07,-0.02,0.06,0.10
280.151,-0.08,0.04,0.14,0.17
280.161,-0.06,0.10,0.15,0.19
280.171,-0.08,0.11,0.09,0.17
280.181,-0.09,0.11,0.11,0.18
280.191,-0.06,0.14,0.17,0.23
280.201,-0.02,0.20,0.17,0.27
280.211,-0.02,0.19,0.09,0.21
280.221,-0.03,0.16,0.07,0.18
280.230,0.01,0.17,0.09,0.19
280.241,0.07,0.19,0.10,0.23
280.250,0.09,0.18,0.02,0.20
280.260,0.07,0.17,-0.03,0.18
280.270,0.08,0.10,-0.03,0.14
280.280,0.11,0.10,-0.02,0.15
280.290,0.13,0.11,-0.04,0.18
280.300,0.11,0.08,-0.08,0.16
280.310,0.10,0.01,-0.08,0.13
280.320,0.08,0.05,0.00,0.09
280.330,0.07,0.09,0.01,0.11
280.340,0.08,0.09,-0.00,0.12
280.350,0.04,0.07,0.02,0.08
280.360,0.02,0.07,0.08,0.11
280.370,0.03,0.11,0.15,0.19
280.380,0.04,0.15,0.13,0.20
280.390,0.00,0.14,0.09,0.17
280.400,-0.03,0.14,0.13,0.19
280.410,0.01,0.13,0.16,0.20
280.420,-0.00,0.17,0.13,0.21
280.430,-0.02,0.12,0.08,0.15
280.440,-0.04,0.06,0.09,0.12
280.449,-0.02,0.08,0.13,0.15
280.460,-0.01,0.11,0.08,0.13
280.469,-0.01,0.07,-0.03,0.07
280.479,-0.00,0.01,-0.03,0.03
280.489,0.03,0.00,0.04,0.05
280.499,0.03,0.01,0.02,0.04
280.509,0.05,0.03,-0.02,0.06
280.519,0.03,0.01,-0.08,0.09
280.529,0.03,-0.01,-0.06,0.07
280.539,0.06,0.01,-0.01,0.06
280.549,0.08,0.05,-0.01,0.10
280.559,0.07,0.07,-0.02,0.10
280.569,0.05,0.05,0.00,0.07
280.579,0.05,0.09,0.06,0.12
280.589,0.07,0.13,0.07,0.17
280.599,0.07,0.15,0.02,0.17
280.609,0.05,0.11,0.04,0.12
280.619,0.04,0.14,0.11,0.18
280.629,0.05,0.17,0.15,0.24
280.639,0.02,0.19,0.12,0.23
280.648,-0.01,0.18,0.09,0.21
280.658,-0.01,0.16,0.10,0.19
280.668,0.02,0.17,0.13,0.22
280.678,0.05,0.19,0.10,0.22
280.688,0.03,0.13,0.04,0.14
280.698,0.02,0.08,0.04,0.09
280.708,0.03,0.09,0.06,0.11
280.718,0.05,0.08,0.05,0.11
280.728,0.05,0.07,-0.01,0.08
280.738,0.06,0.01,-0.03,0.07
280.748,0.08,-0.00,-0.01,0.08
280.758,0.07,0.01,0.03,0.08
280.768,0.07,0.04,0.00,0.08
280.778,0.03,0.02,-0.02,0.04
280.788,0.02,0.01,0.01,0.03
280.798,0.04,0.05,0.06,0.08
280.808,0.05,0.08,0.01,0.09
280.818,0.01,0.06,-0.00,0.06
280.828,0.01,0.04,0.04,0.06
280.838,0.02,0.07,0.11,0.13
280.847,0.02,0.12,0.09,0.15
280.857,0.01,0.14,0.05,0.15
280.867,-0.01,0.11,0.02,0.11
280.877,-0.02,0.09,0.07,0.12
280.887,0.02,0.11,0.07,0.14
280.897,0.03,0.12,0.06,0.14
280.907,-0.02,0.13,0.05,0.14
280.917,-0.02,0.10,0.03,0.10
280.927,0.02,0.11,0.06,0.13
280.937,0.01,0.13,0.05,0.14
280.947,0.00,0.11,0.01,0.11
280.957,0.03,0.07,0.01,0.07
280.967,0.06,0.08,0.05,0.11
280.977,0.09,0.12,0.02,0.15
280.987,0.06,0.11,-0.03,0.13
280.997,0.06,0.09,-0.02,0.11
281.007,0.06,0.07,0.07,0.11
281.017,0.07,0.11,0.09,0.16
281.027,0.08,0.12,0.04,0.15
281.037,0.05,0.10,0.03,0.12
281.046,0.04,0.09,0.05,0.11
281.057,0.04,0.09,0.07,0.12
281.066,0.04,0.11,0.05,0.13
281.076,0.01,0.09,0.03,0.09
281.086,0.01,0.06,0.05,0.08
281.096,0.01,0.06,0.08,0.10
281.106,-0.01,0.11,0.06,0.12
281.116,-0.01,0.10,0.01,0.10
281.126,-0.01,0.03,0.00,0.04
281.136,-0.01,0.04,0.07,0.09
281.146,0.02,0.07,0.06,0.10
281.156,-0.00,0.08,0.00,0.08
281.166,-0.01,0.04,-0.02,0.05
281.176,-0.01,0.04,-0.01,0.04
281.186,0.01,0.07,0.02,0.07
281.196,0.04,0.08,-0.00,0.09
281.206,0.02,0.06,-0.01,0.06
281.216,0.03,0.04,0.03,0.06
281.226,0.04,0.06,0.06,0.10
281.236,0.03,0.10,0.04,0.12
281.245,0.04,0.12,-0.01,0.12
281.256,0.02,0.09,-0.00,0.09
281.265,0.03,0.09,0.06,0.11
281.276,0.05,0.12,0.09,0.15
281.285,0.04,0.14,0.06,0.16
281.295,0.01,0.11,0.05,0.12
281.305,0.05,0.10,0.08,0.14
281.315,0.06,0.12,0.08,0.16
281.325,0.07,0.13,-0.00,0.15
281.335,0.04,0.08,-0.01,0.09
281.345,0.03,0.05,0.04,0.07
281.355,0.01,0.09,0.09,0.12
281.365,0.04,0.12,0.07,0.14
281.375,0.03,0.10,0.00,0.10
281.385,0.01,0.06,-0.02,0.07
281.395,0.02,0.05,0.03,0.06
281.405,0.07,0.07,0.04,0.11
281.415,0.03,0.08,0.02,0.09
281.425,0.01,0.06,0.01,0.06
281.435,0.02,0.04,0.03,0.05
281.444,0.01,0.07,0.06,0.09
281.455,0.02,0.08,0.02,0.09
281.464,-0.01,0.05,0.00,0.05
281.475,-0.01,0.02,0.05,0.06
281.484,0.03,0.05,0.10,0.11
281.494,0.02,0.09,0.06,0.11
281.504,0.02,0.10,0.02,0.10
281.514,-0.02,0.05,-0.01,0.06
281.524,0.02,0.04,0.04,0.06
281.534,0.05,0.10,0.06,0.13
281.544,0.00,0.10,0.03,0.10
281.554,-0.01,0.08,0.01,0.08
281.564,0.00,0.09,0.03,0.10
281.574,0.02,0.14,0.04,0.15
281.584,0.03,0.17,0.01,0.17
281.594,0.01,0.14,0.01,0.14
281.604,0.02,0.11,0.05,0.13
281.614,0.03,0.16,0.07,0.18
281.624,0.07,0.22,0.06,0.24
281.634,0.04,0.23,0.03,0.24
281.643,0.03,0.17,0.08,0.19
281.654,0.03,0.19,0.09,0.21
281.664,0.07,0.21,0.08,0.24
281.673,0.06,0.21,0.02,0.22
281.684,0.04,0.13,0.05,0.14
281.693,0.06,0.09,0.10,0.14
281.703,0.09,0.12,0.03,0.15
281.713,0.08,0.11,-0.02,0.14
281.723,0.03,0.06,-0.03,0.08
281.733,0.01,0.02,0.02,0.04
281.743,0.04,-0.00,0.04,0.06
281.753,0.04,0.04,-0.01,0.06
281.763,-0.00,0.05,-0.04,0.06
281.773,-0.05,0.00,0.04,0.06
281.783,-0.04,0.01,0.07,0.08
281.793,0.00,0.06,0.00,0.06
281.803,0.01,0.08,-0.01,0.08
281.813,-0.03,0.05,0.04,0.07
281.823,-0.00,0.02,0.11,0.11
281.833,0.05,0.06,0.07,0.11
281.842,0.03,0.12,-0.05,0.13
281.853,-0.02,0.08,0.02,0.09
281.862,-0.00,0.05,0.10,0.11
281.872,0.04,0.06,0.09,0.11
281.882,0.06,0.11,-0.04,0.14
281.892,0.01,0.08,-0.05,0.10
281.902,0.00,0.02,0.03,0.04
281.912,0.05,0.01,0.03,0.07
281.922,0.05,0.06,-0.04,0.09
281.932,0.05,0.07,-0.04,0.09
281.942,-0.02,0.02,0.02,0.04
281.952,0.00,0.01,0.08,0.09
281.962,0.05,0.08,0.03,0.10
281.972,0.06,0.13,-0.10,0.17
281.982,-0.01,0.06,-0.03,0.07
281.992,0.00,0.03,0.13,0.13
282.002,-0.01,0.08,0.10,0.13
282.012,0.01,0.08,-0.04,0.09
282.022,0.00,0.09,-0.03,0.10
282.032,-0.02,0.05,0.11,0.12
282.041,0.01,0.05,0.10,0.12
282.052,0.05,0.06,-0.02,0.08
282.061,0.03,0.08,-0.09,0.12
282.071,-0.03,0.03,0.05,0.07
282.081,0.01,0.03,0.12,0.13
282.091,0.02,0.06,0.03,0.07
282.101,0.01,0.08,-0.09,0.12
282.111,-0.03,0.07,-0.04,0.08
282.121,-0.04,0.01,0.09,0.10
282.131,0.04,0.04,0.07,0.09
282.141,0.04,0.09,-0.03,0.10
282.151,0.03,0.10,-0.05,0.12
282.161,0.02,0.05,0.05,0.07
282.171,0.06,0.06,0.10,0.13
282.181,0.07,0.10,0.02,0.13
282.191,0.02,0.10,-0.01,0.10
282.201,0.01,0.05,0.02,0.05
282.211,0.03,0.04,0.10,0.11
282.221,0.06,0.08,0.07,0.12
282.231,0.02,0.08,-0.01,0.09
282.240,-0.01,0.04,-0.01,0.05
282.251,0.03,0.01,0.06,0.07
282.260,0.06,0.03,0.07,0.10
282.270,0.03,0.04,0.02,0.05
282.280,-0.01,0.03,-0.01,0.03
282.290,-0.00,0.03,0.03,0.04
282.300,-0.01,0.08,0.05,0.09
282.310,-0.01,0.10,0.01,0.10
282.320,-0.04,0.06,-0.01,0.07
282.330,-0.02,0.05,0.02,0.06
282.340,0.00,0.09,0.07,0.11
282.350,0.00,0.12,0.03,0.12
282.360,0.00,0.12,-0.03,0.12
282.370,-0.02,0.08,-0.02,0.08
282.380,0.00,0.09,0.04,0.10
282.390,0.03,0.13,0.06,0.15
282.400,0.02,0.13,0.00,0.13
282.410,0.00,0.08,-0.02,0.08
282.420,0.03,0.09,0.01,0.09
282.430,0.05,0.11,0.03,0.13
282.439,0.05,0.12,-0.01,0.13
282.450,0.04,0.08,-0.01,0.09
282.459,0.02,0.04,0.04,0.06
282.469,0.05,0.07,0.05,0.10
282.479,0.04,0.10,0.02,0.11
282.489,0.04,0.06,-0.02,0.07
282.499,0.01,0.05,0.00,0.05
282.509,0.03,0.07,0.06,0.10
282.519,0.05,0.10,0.06,0.13
282.529,0.01,0.09,0.02,0.09
282.539,-0.01,0.06,0.02,0.06
282.549,0.01,0.07,0.07,0.10
282.559,0.05,0.10,0.07,0.13
282.569,0.02,0.10,0.01,0.10
282.579,-0.01,0.07,-0.00,0.07
282.589,-0.01,0.05,0.04,0.06
282.599,-0.01,0.07,0.07,0.10
282.609,0.01,0.08,0.04,0.09
282.618,0.01,0.07,-0.00,0.07
282.629,-0.01,0.05,-0.01,0.05
282.639,0.01,0.05,0.02,0.06
282.649,0.03,0.09,0.00,0.09
282.658,0.03,0.07,-0.02,0.08
282.669,0.01,0.02,-0.02,0.03
282.678,0.03,0.03,0.03,0.05
282.688,0.03,0.08,0.04,0.10
282.698,0.02,0.07,-0.03,0.08
282.708,0.00,0.04,-0.01,0.04
282.718,-0.01,0.04,0.05,0.06
282.728,0.01,0.08,0.07,0.11
282.738,0.01,0.09,0.03,0.10
282.748,0.01,0.10,0.01,0.10
282.758,-0.01,0.07,0.02,0.08
282.768,0.01,0.08,0.06,0.10
282.778,0.03,0.11,0.06,0.13
282.788,0.03,0.09,0.02,0.10
282.798,0.03,0.07,0.01,0.07
282.808,0.03,0.06,0.06,0.09
282.818,0.06,0.08,0.03,0.11
282.828,0.06,0.09,-0.02,0.11
282.838,0.03,0.06,-0.01,0.07
282.848,0.03,0.04,0.01,0.05
282.857,0.03,0.07,0.04,0.08
282.868,0.02,0.09,0.02,0.10
282.877,-0.03,0.08,-0.01,0.09
282.887,-0.03,0.05,0.02,0.07
282.897,0.01,0.07,0.06,0.09
282.907,0.03,0.10,0.04,0.11
282.917,0.00,0.08,-0.02,0.08
282.927,-0.02,0.04,-0.01,0.05
282.937,-0.00,0.06,0.04,0.07
282.947,0.02,0.07,0.02,0.07
282.957,0.02,0.07,-0.01,0.07
282.967,-0.02,0.03,0.01,0.04
282.977,-0.01,0.03,0.05,0.06
282.987,0.01,0.07,0.05,0.08
282.997,-0.01,0.06,0.00,0.06
283.007,-0.02,0.06,-0.01,0.06
283.017,-0.01,0.03,0.01,0.04
283.027,0.01,0.06,0.04,0.07
283.037,0.02,0.07,0.02,0.08
283.047,0.02,0.07,-0.01,0.07
283.056,0.01,0.05,-0.00,0.05
283.067,0.03,0.06,0.04,0.08
283.076,0.04,0.09,0.06,0.12
283.086,0.03,0.09,0.01,0.09
283.096,0.01,0.06,-0.00,0.06
283.106,0.02,0.06,0.04,0.08
283.116,0.05,0.09,0.06,0.12
283.126,0.05,0.10,0.02,0.11
283.136,0.01,0.09,0.01,0.09
283.146,0.01,0.06,0.03,0.07
283.156,0.00,0.07,0.05,0.09
283.166,0.01,0.11,0.04,0.12
283.176,0.01,0.06,-0.00,0.06
283.186,0.01,0.01,0.02,0.02
283.196,0.03,0.04,0.04,0.07
283.206,0.07,0.07,0.03,0.10
283.216,0.04,0.06,-0.01,0.07
283.226,0.01,0.03,-0.01,0.04
283.236,-0.00,0.05,0.04,0.06
283.246,0.00,0.07,0.07,0.09
283.255,-0.02,0.06,-0.00,0.06
283.265,-0.04,0.04,-0.02,0.06
283.275,-0.05,0.03,-0.01,0.06
283.285,-0.04,0.05,-0.01,0.06
283.295,-0.01,0.07,-0.01,0.07
283.305,-0.02,0.04,-0.02,0.05
283.315,-0.00,0.01,0.00,0.01
283.325,-0.00,0.06,0.04,0.08
283.335,0.01,0.10,0.04,0.11
283.345,0.00,0.08,-0.01,0.08
283.355,-0.04,0.03,-0.01,0.05
283.365,0.00,0.05,0.05,0.07
283.375,0.01,0.08,0.05,0.10
283.385,-0.01,0.09,-0.00,0.09
283.395,-0.00,0.09,-0.02,0.09
283.405,0.00,0.06,0.00,0.06
283.415,0.02,0.07,0.04,0.08
283.425,0.02,0.09,0.02,0.10
283.435,0.01,0.06,-0.01,0.06
283.445,0.01,0.02,0.03,0.04
283.454,0.02,0.05,0.06,0.08
283.465,0.03,0.10,0.05,0.12
283.474,0.02,0.06,-0.01,0.06
283.484,-0.00,0.03,-0.02,0.03
283.494,0.02,0.04,0.05,0.07
283.504,0.03,0.07,0.04,0.09
283.514,0.02,0.07,0.01,0.08
283.524,0.01,0.04,0.01,0.05
283.534,0.02,0.03,0.03,0.05
283.544,0.01,0.04,0.05,0.07
283.554,0.03,0.04,-0.01,0.05
283.564,0.02,0.00,-0.02,0.03
283.574,0.03,-0.03,-0.00,0.04
283.584,0.04,0.01,0.03,0.05
283.594,-0.00,0.06,0.02,0.07
283.604,-0.03,0.07,-0.02,0.08
283.614,-0.05,0.03,-0.01,0.06
283.624,-0.03,0.06,0.06,0.09
283.633,-0.01,0.09,0.05,0.10
283.644,-0.02,0.08,-0.01,0.08
283.653,-0.00,0.04,-0.01,0.04
283.664,-0.02,0.06,0.02,0.07
283.673,0.02,0.09,0.02,0.10
283.683,-0.01,0.08,-0.03,0.08
283.693,-0.03,0.05,-0.04,0.07
283.703,-0.02,0.01,0.02,0.03
283.713,0.02,0.03,0.05,0.06
283.723,0.02,0.07,0.02,0.08
283.733,0.01,0.06,-0.03,0.07
283.743,-0.01,0.03,-0.02,0.03
283.753,0.03,0.03,0.04,0.06
283.763,0.03,0.08,0.04,0.09
283.773,-0.00,0.08,0.01,0.08
283.783,-0.01,0.04,-0.01,0.04
283.793,0.02,0.05,0.03,0.06
283.803,0.04,0.06,0.04,0.08
283.813,0.03,0.07,0.03,0.08
283.823,0.03,0.04,0.01,0.05
283.833,0.02,0.02,0.02,0.03
283.843,0.03,0.05,0.05,0.07
283.852,0.03,0.07,0.00,0.08
283.863,-0.01,0.05,-0.02,0.05
283.872,-0.02,0.04,0.01,0.05
283.882,0.00,0.06,0.07,0.09
283.892,0.00,0.07,0.04,0.08
283.902,-0.01,0.06,0.01,0.06
283.912,-0.01,0.02,-0.02,0.03
283.922,0.00,0.02,0.02,0.03
283.932,0.04,0.04,0.03,0.07
283.942,0.01,0.07,-0.01,0.07
283.952,-0.03,0.02,-0.02,0.04
283.962,-0.02,0.03,0.02,0.04
283.972,0.00,0.06,0.04,0.07
283.982,0.00,0.08,0.01,0.08
283.992,-0.01,0.06,-0.04,0.08
284.002,-0.01,0.04,-0.03,0.05
284.012,-0.00,0.05,0.01,0.05
284.022,0.02,0.07,0.01,0.07
284.032,-0.02,0.06,-0.01,0.06
284.042,-0.02,0.03,-0.01,0.04
284.051,-0.01,0.03,0.03,0.04
284.062,0.03,0.07,0.03,0.08
284.071,0.00,0.09,-0.02,0.09
284.082,-0.03,0.04,-0.02,0.05
284.091,-0.00,0.05,0.05,0.07
284.101,0.00,0.07,0.07,0.10
284.111,0.02,0.08,0.02,0.08
284.121,0.01,0.07,-0.02,0.07
284.131,-0.01,0.05,-0.01,0.05
284.141,0.00,0.05,0.04,0.06
284.151,0.01,0.06,0.02,0.06
284.161,0.00,0.06,-0.02,0.07
284.171,-0.01,0.02,-0.00,0.02
284.181,0.01,0.03,0.08,0.08
284.191,0.02,0.07,0.05,0.09
284.201,0.02,0.05,-0.01,0.06
284.211,-0.00,0.03,-0.01,0.03
284.221,0.01,0.01,0.05,0.05
284.231,0.03,0.04,0.06,0.08
284.241,0.00,0.06,0.04,0.07
284.250,0.00,0.04,-0.01,0.04
284.261,0.02,0.01,0.02,0.03
284.270,0.05,0.03,0.07,0.09
284.281,0.05,0.06,0.03,0.09
284.290,0.05,0.03,-0.00,0.06
284.300,0.03,0.01,-0.01,0.04
284.310,0.03,0.01,0.04,0.05
284.320,0.04,0.05,0.03,0.07
284.330,0.00,0.05,-0.03,0.06
284.340,-0.03,0.02,-0.03,0.05
284.350,0.00,0.02,0.02,0.03
284.360,0.02,0.04,0.05,0.07
284.370,0.01,0.08,0.01,0.08
284.380,-0.03,0.06,-0.02,0.07
284.390,-0.02,0.05,-0.00,0.06
284.400,-0.02,0.06,0.04,0.08
284.410,-0.00,0.10,0.00,0.10
284.420,-0.01,0.07,-0.05,0.08
284.430,-0.02,0.02,-0.02,0.03
284.440,-0.01,0.08,0.03,0.08
284.450,-0.01,0.09,0.02,0.09
284.460,-0.03,0.09,-0.04,0.10
284.469,-0.04,0.05,-0.03,0.07
284.479,-0.03,0.04,0.00,0.05
284.489,-0.01,0.05,0.02,0.06
284.499,0.01,0.06,-0.01,0.06
284.509,-0.01,0.04,-0.02,0.05
284.519,-0.03,0.05,0.00,0.05
284.529,-0.01,0.06,0.03,0.06
284.539,0.01,0.07,0.01,0.07
284.549,0.01,0.05,-0.02,0.05
284.559,-0.01,0.02,0.01,0.03
284.569,0.03,0.03,0.06,0.07
284.579,0.05,0.06,0.03,0.09
284.589,0.00,0.07,-0.04,0.08
284.599,-0.02,0.02,-0.01,0.03
284.609,0.02,0.01,0.07,0.07
284.619,0.02,0.06,0.07,0.09
284.629,0.01,0.05,0.03,0.06
284.639,0.00,0.03,-0.00,0.03
284.648,0.01,0.02,0.02,0.03
284.659,0.03,0.03,0.05,0.06
284.668,0.03,0.05,0.01,0.05
284.679,0.02,0.03,-0.00,0.04
284.688,0.01,-0.01,0.03,0.03
284.698,0.02,0.03,0.07,0.07
284.708,0.02,0.07,0.04,0.08
284.718,-0.01,0.07,-0.00,0.07
284.728,-0.01,0.03,0.00,0.03
284.738,-0.00,0.05,0.05,0.08
284.748,0.01,0.07,0.05,0.09
284.758,0.00,0.06,-0.01,0.06
284.768,-0.02,0.03,-0.03,0.04
284.778,0.01,0.03,0.01,0.03
284.788,0.01,0.05,0.03,0.06
284.798,0.00,0.07,-0.02,0.07
284.808,-0.01,0.04,-0.02,0.05
284.818,-0.02,0.03,0.01,0.04
284.828,-0.01,0.04,0.04,0.06
284.838,-0.01,0.07,0.00,0.07
284.848,0.00,0.04,-0.02,0.05
284.858,-0.03,0.03,-0.03,0.05
284.867,-0.01,0.02,0.02,0.03
284.878,0.02,0.05,0.03,0.06
284.887,-0.01,0.06,-0.02,0.07
284.897,-0.01,0.02,-0.03,0.04
284.907,0.00,0.01,0.01,0.02
284.917,0.00,0.05,0.04,0.07
284.927,0.02,0.06,-0.01,0.07
284.937,-0.02,0.04,-0.03,0.05
284.947,-0.01,0.03,0.02,0.03
284.957,0.00,0.04,0.07,0.08
284.967,-0.00,0.07,0.04,0.08
284.977,-0.01,0.06,-0.02,0.06
284.987,-0.01,0.03,-0.02,0.04
284.997,0.02,0.02,0.04,0.05
285.007,0.03,0.05,0.06,0.08
285.017,0.02,0.05,0.04,0.06
285.027,0.01,0.02,0.02,0.03
285.037,0.01,0.02,0.04,0.05
285.047,0.05,0.06,0.03,0.08
285.057,0.03,0.08,-0.00,0.09
285.066,0.01,0.03,-0.03,0.04
285.076,0.01,-0.00,0.02,0.02
285.086,0.01,0.01,0.07,0.07
285.097,0.01,0.06,0.03,0.07
285.106,-0.01,0.04,-0.03,0.05
285.117,0.00,0.02,-0.02,0.03
285.126,0.01,0.05,0.04,0.07
285.136,0.03,0.06,0.04,0.08
285.146,0.00,0.05,0.00,0.05
285.156,-0.02,0.02,-0.01,0.04
285.166,-0.00,0.04,0.01,0.04
285.176,0.02,0.08,0.04,0.10
285.186,0.01,0.07,0.01,0.07
285.196,-0.01,0.04,-0.02,0.05
285.206,-0.03,0.02,0.02,0.04
285.216,-0.03,0.04,0.05,0.07
285.226,0.00,0.06,0.00,0.06
285.236,-0.02,0.04,-0.03,0.06
285.246,-0.02,0.02,-0.00,0.03
285.256,0.01,0.03,0.04,0.05
285.265,0.03,0.07,0.03,0.08
285.276,-0.01,0.06,-0.01,0.06
285.285,-0.03,0.03,-0.02,0.05
285.295,-0.00,0.02,0.04,0.04
285.305,0.02,0.07,0.05,0.09
285.315,0.02,0.06,0.01,0.07
285.325,-0.02,0.02,-0.03,0.04
285.335,-0.02,0.01,0.02,0.03
285.345,0.01,0.03,0.05,0.06
285.355,0.03,0.04,0.00,0.06
285.365,0.01,0.03,-0.03,0.04
285.375,0.00,0.02,0.01,0.02
285.385,0.02,0.05,0.05,0.07
285.395,0.01,0.07,0.04,0.09
285.405,0.00,0.07,-0.01,0.07
285.415,-0.01,0.02,0.01,0.03
285.425,0.01,0.03,0.06,0.07
285.435,0.06,0.05,0.06,0.10
285.444,0.03,0.06,-0.03,0.08
285.455,-0.00,0.03,-0.04,0.06
285.465,0.01,0.02,0.04,0.04
285.475,0.04,0.03,0.07,0.09
285.484,0.03,0.05,0.03,0.07
285.494,0.02,0.02,0.00,0.03
285.504,-0.00,0.02,0.00,0.03
285.514,0.02,0.03,0.03,0.05
285.524,0.01,0.06,0.01,0.06
285.534,-0.00,0.03,-0.02,0.04
285.544,-0.01,0.01,-0.00,0.02
285.554,-0.02,0.03,0.05,0.07
285.564,0.01,0.06,0.03,0.07
285.574,-0.02,0.07,-0.04,0.08
285.584,-0.03,0.02,-0.04,0.05
285.594,-0.00,-0.00,0.03,0.03
285.604,0.02,0.04,0.04,0.06
285.614,-0.01,0.06,0.01,0.06
285.624,-0.03,0.04,-0.03,0.06
285.634,-0.03,0.02,-0.03,0.04
285.644,0.01,0.04,0.04,0.06
285.654,0.02,0.08,0.02,0.08
285.664,0.00,0.05,-0.03,0.06
285.673,-0.03,0.01,-0.00,0.04
285.683,-0.03,0.03,0.04,0.05
285.693,0.03,0.07,0.04,0.09
285.703,0.00,0.06,-0.02,0.06
285.713,0.02,0.02,-0.03,0.04
285.723,0.01,0.03,0.03,0.04
285.733,0.01,0.06,0.07,0.10
285.743,-0.00,0.08,0.01,0.08
285.753,-0.01,0.05,-0.02,0.05
285.763,-0.02,0.02,0.03,0.04
285.773,0.02,0.04,0.06,0.08
285.783,0.02,0.08,0.02,0.08
285.793,0.01,0.04,-0.02,0.04
285.803,0.01,-0.01,-0.02,0.03
285.813,0.03,-0.01,0.02,0.04
285.823,0.05,0.04,0.04,0.07
285.833,0.02,0.05,-0.02,0.06
285.843,-0.03,0.01,-0.05,0.06
285.853,-0.03,0.00,0.02,0.03
